,image1,image2,label
3283,demo\Data\LFW_Demo\Andre_Agassi_0001.jpg,demo\Data\LFW_Demo\Andre_Agassi_0007.jpg,1
3596,demo\Data\LFW_Demo\Felix_Sanchez_0001.jpg,demo\Data\LFW_Demo\George_W_Bush_0110.jpg,0
4632,demo\Data\LFW_Demo\Vladimir_Putin_0043.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0026.jpg,1
125,demo\Data\LFW_Demo\Gordon_Brown_0013.jpg,demo\Data\LFW_Demo\Gordon_Brown_0011.jpg,1
5350,demo\Data\LFW_Demo\Saddam_Hussein_0008.jpg,demo\Data\LFW_Demo\John_Snow_0017.jpg,0
1296,demo\Data\LFW_Demo\Vladimir_Putin_0004.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0049.jpg,1
1976,demo\Data\LFW_Demo\Amelie_Mauresmo_0003.jpg,demo\Data\LFW_Demo\Amelie_Mauresmo_0018.jpg,1
5929,demo\Data\LFW_Demo\Thomas_Fargo_0002.jpg,demo\Data\LFW_Demo\Tom_Daschle_0015.jpg,0
5882,demo\Data\LFW_Demo\Hermann_Maier_0001.jpg,demo\Data\LFW_Demo\Prince_Rainier_III_0001.jpg,0
2075,demo\Data\LFW_Demo\Jerry_Falwell_0002.jpg,demo\Data\LFW_Demo\Gerhard_Schroeder_0109.jpg,0
4580,demo\Data\LFW_Demo\Ann_Veneman_0011.jpg,demo\Data\LFW_Demo\George_Robertson_0013.jpg,0
6205,demo\Data\LFW_Demo\Andre_Agassi_0006.jpg,demo\Data\LFW_Demo\Andre_Agassi_0016.jpg,1
3086,demo\Data\LFW_Demo\Vladimir_Putin_0042.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0029.jpg,1
5689,demo\Data\LFW_Demo\Takashi_Sorimachi_0001.jpg,demo\Data\LFW_Demo\Hugo_Chavez_0003.jpg,0
3345,demo\Data\LFW_Demo\Vladimir_Putin_0016.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0032.jpg,1
5861,demo\Data\LFW_Demo\Augusto_Pinochet_0002.jpg,demo\Data\LFW_Demo\Luis_Figo_0004.jpg,0
2797,demo\Data\LFW_Demo\Marianne_Stanley_0001.jpg,demo\Data\LFW_Demo\Mariah_Carey_0004.jpg,0
918,demo\Data\LFW_Demo\Carlos_Vives_0004.jpg,demo\Data\LFW_Demo\Marcos_Cafu_0001.jpg,0
1646,demo\Data\LFW_Demo\Gordon_Brown_0011.jpg,demo\Data\LFW_Demo\MC_Hammer_0001.jpg,0
5122,demo\Data\LFW_Demo\Vladimir_Putin_0002.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0006.jpg,1
5126,demo\Data\LFW_Demo\Amelie_Mauresmo_0014.jpg,demo\Data\LFW_Demo\Nicanor_Duarte_Frutos_0003.jpg,0
4978,demo\Data\LFW_Demo\Vladimir_Putin_0019.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0012.jpg,1
5431,demo\Data\LFW_Demo\Andre_Agassi_0021.jpg,demo\Data\LFW_Demo\Andre_Agassi_0007.jpg,1
4621,demo\Data\LFW_Demo\Vladimir_Putin_0037.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0023.jpg,1
364,demo\Data\LFW_Demo\Gordon_Brown_0013.jpg,demo\Data\LFW_Demo\Gordon_Brown_0001.jpg,1
3287,demo\Data\LFW_Demo\Muhammad_Ali_0007.jpg,demo\Data\LFW_Demo\Muhammad_Ali_0002.jpg,1
2125,demo\Data\LFW_Demo\Sarah_Jessica_Parker_0001.jpg,demo\Data\LFW_Demo\Mark_Philippoussis_0008.jpg,0
4123,demo\Data\LFW_Demo\Saddam_Hussein_0015.jpg,demo\Data\LFW_Demo\Saddam_Hussein_0008.jpg,1
4569,demo\Data\LFW_Demo\Amelie_Mauresmo_0019.jpg,demo\Data\LFW_Demo\Matt_Braker_0001.jpg,0
525,demo\Data\LFW_Demo\Vladimir_Putin_0024.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0016.jpg,1
4821,demo\Data\LFW_Demo\Michael_Shelby_0001.jpg,demo\Data\LFW_Demo\Gene_Sauers_0001.jpg,0
55,demo\Data\LFW_Demo\Andre_Agassi_0001.jpg,demo\Data\LFW_Demo\Andre_Agassi_0025.jpg,1
638,demo\Data\LFW_Demo\Josh_Childress_0001.jpg,demo\Data\LFW_Demo\Mikhail_Shvydkoi_0001.jpg,0
302,demo\Data\LFW_Demo\Vladimir_Putin_0019.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0027.jpg,1
2766,demo\Data\LFW_Demo\Guillermo_Coria_0009.jpg,demo\Data\LFW_Demo\Ariel_Sharon_0077.jpg,0
1276,demo\Data\LFW_Demo\Guillermo_Coria_0030.jpg,demo\Data\LFW_Demo\Wayne_Ferreira_0002.jpg,0
4720,demo\Data\LFW_Demo\Saddam_Hussein_0001.jpg,demo\Data\LFW_Demo\Augustin_Calleri_0003.jpg,0
2055,demo\Data\LFW_Demo\Vladimir_Putin_0014.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0039.jpg,1
5376,demo\Data\LFW_Demo\Andre_Agassi_0028.jpg,demo\Data\LFW_Demo\Andre_Agassi_0001.jpg,1
5145,demo\Data\LFW_Demo\Yasser_Arafat_0007.jpg,demo\Data\LFW_Demo\George_Voinovich_0001.jpg,0
4432,demo\Data\LFW_Demo\Vladimir_Putin_0024.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0009.jpg,1
3644,demo\Data\LFW_Demo\Mike_Myers_0006.jpg,demo\Data\LFW_Demo\Mike_Myers_0004.jpg,1
4143,demo\Data\LFW_Demo\Guillermo_Coria_0024.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0021.jpg,1
2878,demo\Data\LFW_Demo\Yasser_Arafat_0008.jpg,demo\Data\LFW_Demo\Ariel_Sharon_0021.jpg,0
4202,demo\Data\LFW_Demo\Sahim_Alwan_0001.jpg,demo\Data\LFW_Demo\Pete_Sampras_0019.jpg,0
5175,demo\Data\LFW_Demo\Guillermo_Coria_0008.jpg,demo\Data\LFW_Demo\James_Wolfensohn_0004.jpg,0
2286,demo\Data\LFW_Demo\Denise_Johnson_0002.jpg,demo\Data\LFW_Demo\Mahmoud_Abbas_0006.jpg,0
2261,demo\Data\LFW_Demo\Vladimir_Putin_0043.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0022.jpg,1
5240,demo\Data\LFW_Demo\Saddam_Hussein_0023.jpg,demo\Data\LFW_Demo\Saddam_Hussein_0021.jpg,1
2296,demo\Data\LFW_Demo\Paul_Martin_0004.jpg,demo\Data\LFW_Demo\Phil_McGraw_0001.jpg,0
1753,demo\Data\LFW_Demo\Guillermo_Coria_0027.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0008.jpg,1
5197,demo\Data\LFW_Demo\Vladimir_Putin_0012.jpg,demo\Data\LFW_Demo\Sarah_Jessica_Parker_0003.jpg,0
1968,demo\Data\LFW_Demo\Rodrigo_Borja_0001.jpg,demo\Data\LFW_Demo\George_W_Bush_0384.jpg,0
5696,demo\Data\LFW_Demo\Paul_Martin_0001.jpg,demo\Data\LFW_Demo\Alex_Barros_0002.jpg,0
3117,demo\Data\LFW_Demo\Andre_Agassi_0033.jpg,demo\Data\LFW_Demo\Andre_Agassi_0031.jpg,1
2393,demo\Data\LFW_Demo\Carlos_Queiroz_0001.jpg,demo\Data\LFW_Demo\Fatmir_Limaj_0001.jpg,0
523,demo\Data\LFW_Demo\David_Dorfman_0001.jpg,demo\Data\LFW_Demo\Laura_Bush_0015.jpg,0
5524,demo\Data\LFW_Demo\Andre_Agassi_0028.jpg,demo\Data\LFW_Demo\Andre_Agassi_0024.jpg,1
3900,demo\Data\LFW_Demo\Saddam_Hussein_0022.jpg,demo\Data\LFW_Demo\Saddam_Hussein_0003.jpg,1
6122,demo\Data\LFW_Demo\Guillermo_Coria_0027.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0028.jpg,1
4699,demo\Data\LFW_Demo\Saddam_Hussein_0022.jpg,demo\Data\LFW_Demo\Saddam_Hussein_0021.jpg,1
5585,demo\Data\LFW_Demo\Vladimir_Putin_0017.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0014.jpg,1
5787,demo\Data\LFW_Demo\Vladimir_Putin_0002.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0048.jpg,1
3122,demo\Data\LFW_Demo\Sarah_Jessica_Parker_0004.jpg,demo\Data\LFW_Demo\Alex_Popov_0001.jpg,0
4156,demo\Data\LFW_Demo\Andre_Agassi_0029.jpg,demo\Data\LFW_Demo\Mark_Cuban_0001.jpg,0
1969,demo\Data\LFW_Demo\Vladimir_Putin_0026.jpg,demo\Data\LFW_Demo\Lawrence_Vito_0001.jpg,0
671,demo\Data\LFW_Demo\Vladimir_Putin_0043.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0039.jpg,1
4188,demo\Data\LFW_Demo\Michael_Douglas_0003.jpg,demo\Data\LFW_Demo\Colin_Powell_0207.jpg,0
666,demo\Data\LFW_Demo\Gwendal_Peizerat_0003.jpg,demo\Data\LFW_Demo\George_Tenet_0002.jpg,0
5681,demo\Data\LFW_Demo\Saddam_Hussein_0004.jpg,demo\Data\LFW_Demo\George_W_Bush_0108.jpg,0
1887,demo\Data\LFW_Demo\Thomas_Ferguson_0001.jpg,demo\Data\LFW_Demo\Bill_Simon_0011.jpg,0
3266,demo\Data\LFW_Demo\Saddam_Hussein_0006.jpg,demo\Data\LFW_Demo\Saddam_Hussein_0003.jpg,1
280,demo\Data\LFW_Demo\Vladimir_Putin_0019.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0030.jpg,1
1719,demo\Data\LFW_Demo\Sourav_Ganguly_0003.jpg,demo\Data\LFW_Demo\Sourav_Ganguly_0001.jpg,1
2947,demo\Data\LFW_Demo\Andre_Agassi_0009.jpg,demo\Data\LFW_Demo\Andre_Agassi_0014.jpg,1
4455,demo\Data\LFW_Demo\Roger_Toussaint_0001.jpg,demo\Data\LFW_Demo\Roger_King_0001.jpg,0
899,demo\Data\LFW_Demo\Vladimir_Putin_0039.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0041.jpg,1
6370,demo\Data\LFW_Demo\Vladimir_Putin_0037.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0032.jpg,1
760,demo\Data\LFW_Demo\Leisel_Jones_0001.jpg,demo\Data\LFW_Demo\Luiz_Felipe_Scolari_0002.jpg,0
1906,demo\Data\LFW_Demo\Eddie_Jordan_0001.jpg,demo\Data\LFW_Demo\George_W_Bush_0147.jpg,0
4042,demo\Data\LFW_Demo\Sergei_Yastrzhembsky_0001.jpg,demo\Data\LFW_Demo\Ana_Guevara_0004.jpg,0
3823,demo\Data\LFW_Demo\Cori_Enghusen_0001.jpg,demo\Data\LFW_Demo\Nikolay_Davydenko_0001.jpg,0
4138,demo\Data\LFW_Demo\Gordon_Brown_0001.jpg,demo\Data\LFW_Demo\Gordon_Brown_0010.jpg,1
3818,demo\Data\LFW_Demo\Vladimir_Putin_0012.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0015.jpg,1
4300,demo\Data\LFW_Demo\Jim_Zorn_0001.jpg,demo\Data\LFW_Demo\Edward_James_Olmos_0001.jpg,0
5569,demo\Data\LFW_Demo\Vladimir_Putin_0030.jpg,demo\Data\LFW_Demo\Jason_Alexander_0001.jpg,0
2593,demo\Data\LFW_Demo\Paul_Martin_0006.jpg,demo\Data\LFW_Demo\George_Tenet_0002.jpg,0
4164,demo\Data\LFW_Demo\Vladimir_Putin_0013.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0032.jpg,1
3031,demo\Data\LFW_Demo\Michael_Douglas_0004.jpg,demo\Data\LFW_Demo\Joschka_Fischer_0012.jpg,0
3579,demo\Data\LFW_Demo\Sahim_Alwan_0001.jpg,demo\Data\LFW_Demo\Hassan_Nasrallah_0001.jpg,0
2832,demo\Data\LFW_Demo\Amelie_Mauresmo_0001.jpg,demo\Data\LFW_Demo\Monica_Lewinsky_0002.jpg,0
5449,demo\Data\LFW_Demo\Muhammad_Ali_0007.jpg,demo\Data\LFW_Demo\Muhammad_Ali_0010.jpg,1
3472,demo\Data\LFW_Demo\Rodrigo_Borja_0002.jpg,demo\Data\LFW_Demo\Kristen_Breitweiser_0003.jpg,0
137,demo\Data\LFW_Demo\Vladimir_Putin_0010.jpg,demo\Data\LFW_Demo\Silvio_Berlusconi_0029.jpg,0
4892,demo\Data\LFW_Demo\Jon_Corzine_0003.jpg,demo\Data\LFW_Demo\Ethan_Hawke_0004.jpg,0
2180,demo\Data\LFW_Demo\Thomas_Fargo_0004.jpg,demo\Data\LFW_Demo\Liza_Minnelli_0006.jpg,0
2128,demo\Data\LFW_Demo\Roger_Etchegaray_0001.jpg,demo\Data\LFW_Demo\Colin_Powell_0214.jpg,0
3177,demo\Data\LFW_Demo\Vladimir_Putin_0004.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0020.jpg,1
4854,demo\Data\LFW_Demo\Andre_Agassi_0026.jpg,demo\Data\LFW_Demo\Andre_Agassi_0002.jpg,1
4637,demo\Data\LFW_Demo\Sarah_Jessica_Parker_0002.jpg,demo\Data\LFW_Demo\Sarah_Jessica_Parker_0003.jpg,1
5115,demo\Data\LFW_Demo\Saddam_Hussein_0003.jpg,demo\Data\LFW_Demo\George_W_Bush_0381.jpg,0
5718,demo\Data\LFW_Demo\Vladimir_Putin_0010.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0020.jpg,1
4261,demo\Data\LFW_Demo\Saddam_Hussein_0008.jpg,demo\Data\LFW_Demo\Saddam_Hussein_0011.jpg,1
4344,demo\Data\LFW_Demo\Vladimir_Putin_0026.jpg,demo\Data\LFW_Demo\Michael_Haneke_0001.jpg,0
1331,demo\Data\LFW_Demo\Peter_Gilmour_0001.jpg,demo\Data\LFW_Demo\Dinora_Rosales_0001.jpg,0
2017,demo\Data\LFW_Demo\Gordon_Brown_0007.jpg,demo\Data\LFW_Demo\Serena_Williams_0051.jpg,0
4542,demo\Data\LFW_Demo\Vladimir_Putin_0002.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0047.jpg,1
2482,demo\Data\LFW_Demo\Saddam_Hussein_0007.jpg,demo\Data\LFW_Demo\Saddam_Hussein_0021.jpg,1
1358,demo\Data\LFW_Demo\Hunter_Kemper_0001.jpg,demo\Data\LFW_Demo\Jessica_Alba_0002.jpg,0
1329,demo\Data\LFW_Demo\Vladimir_Putin_0012.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0007.jpg,1
6477,demo\Data\LFW_Demo\Andre_Agassi_0009.jpg,demo\Data\LFW_Demo\Andre_Agassi_0013.jpg,1
2150,demo\Data\LFW_Demo\Vladimir_Putin_0031.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0009.jpg,1
4530,demo\Data\LFW_Demo\Vladimir_Putin_0010.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0044.jpg,1
2122,demo\Data\LFW_Demo\Andre_Agassi_0009.jpg,demo\Data\LFW_Demo\Andre_Agassi_0023.jpg,1
4673,demo\Data\LFW_Demo\Amelie_Mauresmo_0012.jpg,demo\Data\LFW_Demo\Amelie_Mauresmo_0013.jpg,1
3981,demo\Data\LFW_Demo\BB_King_0001.jpg,demo\Data\LFW_Demo\Alejandro_Toledo_0023.jpg,0
1252,demo\Data\LFW_Demo\Iain_Duncan_Smith_0003.jpg,demo\Data\LFW_Demo\Marco_Archer_Cardoso_Moreira_0001.jpg,0
3278,demo\Data\LFW_Demo\Vladimir_Putin_0031.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0020.jpg,1
3374,demo\Data\LFW_Demo\Guillermo_Coria_0027.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0011.jpg,1
2814,demo\Data\LFW_Demo\Asa_Hutchinson_0001.jpg,demo\Data\LFW_Demo\Lina_Krasnoroutskaya_0001.jpg,0
4719,demo\Data\LFW_Demo\Guillermo_Canas_0001.jpg,demo\Data\LFW_Demo\Akhmed_Zakayev_0003.jpg,0
1848,demo\Data\LFW_Demo\Thanongsak_Tuvinan_0001.jpg,demo\Data\LFW_Demo\Spencer_Abraham_0014.jpg,0
4858,demo\Data\LFW_Demo\Christopher_Patten_0002.jpg,demo\Data\LFW_Demo\Graeme_Smith_0001.jpg,0
3037,demo\Data\LFW_Demo\Stella_Tennant_0001.jpg,demo\Data\LFW_Demo\Dan_Reeves_0001.jpg,0
388,demo\Data\LFW_Demo\Amelie_Mauresmo_0006.jpg,demo\Data\LFW_Demo\Amelie_Mauresmo_0005.jpg,1
235,demo\Data\LFW_Demo\Stepan_Demirchian_0001.jpg,demo\Data\LFW_Demo\George_HW_Bush_0004.jpg,0
1077,demo\Data\LFW_Demo\Andre_Agassi_0012.jpg,demo\Data\LFW_Demo\Diana_Renee_Valdivieso_Dubon_0001.jpg,0
1984,demo\Data\LFW_Demo\Bob_Graham_0002.jpg,demo\Data\LFW_Demo\Tom_Watson_0002.jpg,0
4363,demo\Data\LFW_Demo\Rodrigo_Borja_0001.jpg,demo\Data\LFW_Demo\Megawati_Sukarnoputri_0009.jpg,0
3962,demo\Data\LFW_Demo\Adrian_Nastase_0002.jpg,demo\Data\LFW_Demo\Tony_Blair_0139.jpg,0
770,demo\Data\LFW_Demo\George_Papandreou_0003.jpg,demo\Data\LFW_Demo\Debbie_Reynolds_0004.jpg,0
2165,demo\Data\LFW_Demo\Andre_Agassi_0003.jpg,demo\Data\LFW_Demo\Andre_Agassi_0032.jpg,1
4533,demo\Data\LFW_Demo\Guillermo_Coria_0017.jpg,demo\Data\LFW_Demo\Lee_Byung-woong_0001.jpg,0
673,demo\Data\LFW_Demo\Andre_Agassi_0006.jpg,demo\Data\LFW_Demo\Andre_Agassi_0015.jpg,1
249,demo\Data\LFW_Demo\Vladimir_Putin_0027.jpg,demo\Data\LFW_Demo\Tariq_Aziz_0005.jpg,0
1574,demo\Data\LFW_Demo\Amelie_Mauresmo_0014.jpg,demo\Data\LFW_Demo\Amelie_Mauresmo_0016.jpg,1
3419,demo\Data\LFW_Demo\Torri_Edwards_0002.jpg,demo\Data\LFW_Demo\Joseph_Salgado_0001.jpg,0
2081,demo\Data\LFW_Demo\Andre_Agassi_0019.jpg,demo\Data\LFW_Demo\Andre_Agassi_0008.jpg,1
1823,demo\Data\LFW_Demo\Andre_Agassi_0017.jpg,demo\Data\LFW_Demo\Andre_Agassi_0005.jpg,1
6076,demo\Data\LFW_Demo\Walter_Woods_0001.jpg,demo\Data\LFW_Demo\Gunter_Pleuger_0003.jpg,0
6285,demo\Data\LFW_Demo\Michael_Douglas_0006.jpg,demo\Data\LFW_Demo\George_Pataki_0001.jpg,0
4544,demo\Data\LFW_Demo\Vladimir_Putin_0037.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0009.jpg,1
5565,demo\Data\LFW_Demo\Amelie_Mauresmo_0006.jpg,demo\Data\LFW_Demo\Amelie_Mauresmo_0010.jpg,1
716,demo\Data\LFW_Demo\Sarah_Hughes_0001.jpg,demo\Data\LFW_Demo\Charlene_Barshefsky_0001.jpg,0
5852,demo\Data\LFW_Demo\Guillermo_Coria_0017.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0014.jpg,1
6129,demo\Data\LFW_Demo\Andre_Agassi_0019.jpg,demo\Data\LFW_Demo\Andre_Agassi_0020.jpg,1
2048,demo\Data\LFW_Demo\Guillermo_Coria_0012.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0025.jpg,1
5264,demo\Data\LFW_Demo\Vladimir_Putin_0001.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0023.jpg,1
4178,demo\Data\LFW_Demo\Sarah_Hughes_0002.jpg,demo\Data\LFW_Demo\Ian_Thorpe_0005.jpg,0
4809,demo\Data\LFW_Demo\Andre_Agassi_0012.jpg,demo\Data\LFW_Demo\Andre_Agassi_0002.jpg,1
2724,demo\Data\LFW_Demo\Guillermo_Coria_0029.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0024.jpg,1
5933,demo\Data\LFW_Demo\Horst_Koehler_0001.jpg,demo\Data\LFW_Demo\Ray_Nagin_0002.jpg,0
1460,demo\Data\LFW_Demo\Thomas_Fargo_0001.jpg,demo\Data\LFW_Demo\Robert_Duvall_0006.jpg,0
1668,demo\Data\LFW_Demo\Denise_Johnson_0002.jpg,demo\Data\LFW_Demo\Michael_Shelby_0001.jpg,0
2756,demo\Data\LFW_Demo\Muhammad_Ali_0008.jpg,demo\Data\LFW_Demo\Muhammad_Ali_0009.jpg,1
2000,demo\Data\LFW_Demo\Andre_Agassi_0015.jpg,demo\Data\LFW_Demo\Andre_Agassi_0030.jpg,1
4571,demo\Data\LFW_Demo\Saddam_Hussein_0018.jpg,demo\Data\LFW_Demo\Saddam_Hussein_0017.jpg,1
4613,demo\Data\LFW_Demo\Andre_Agassi_0020.jpg,demo\Data\LFW_Demo\Andre_Agassi_0014.jpg,1
404,demo\Data\LFW_Demo\Guillermo_Coria_0025.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0020.jpg,1
384,demo\Data\LFW_Demo\Amelie_Mauresmo_0003.jpg,demo\Data\LFW_Demo\Donald_Rumsfeld_0066.jpg,0
5894,demo\Data\LFW_Demo\Chris_Hernandez_0001.jpg,demo\Data\LFW_Demo\Robin_Cook_0001.jpg,0
2152,demo\Data\LFW_Demo\Vladimir_Putin_0035.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0045.jpg,1
1633,demo\Data\LFW_Demo\Denise_Johnson_0002.jpg,demo\Data\LFW_Demo\Gray_Davis_0003.jpg,0
6016,demo\Data\LFW_Demo\Pete_Beaudrault_0001.jpg,demo\Data\LFW_Demo\Thomas_Enqvist_0001.jpg,0
5580,demo\Data\LFW_Demo\Carlos_Vives_0001.jpg,demo\Data\LFW_Demo\John_Ashcroft_0034.jpg,0
4784,demo\Data\LFW_Demo\Lori_Berenson_0001.jpg,demo\Data\LFW_Demo\Abdel_Madi_Shabneh_0001.jpg,0
3925,demo\Data\LFW_Demo\Vladimir_Putin_0012.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0049.jpg,1
5336,demo\Data\LFW_Demo\Marvan_Atapattu_0001.jpg,demo\Data\LFW_Demo\Casey_Crowder_0001.jpg,0
4158,demo\Data\LFW_Demo\Guillermo_Coria_0023.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0030.jpg,1
4948,demo\Data\LFW_Demo\Guillermo_Coria_0028.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0004.jpg,1
5358,demo\Data\LFW_Demo\Guillermo_Coria_0012.jpg,demo\Data\LFW_Demo\Hugo_Chavez_0020.jpg,0
223,demo\Data\LFW_Demo\Robert_Hyatt_0001.jpg,demo\Data\LFW_Demo\George_W_Bush_0224.jpg,0
2193,demo\Data\LFW_Demo\Vladimir_Putin_0025.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0023.jpg,1
3136,demo\Data\LFW_Demo\Jonathan_Edwards_0002.jpg,demo\Data\LFW_Demo\Jonathan_Edwards_0005.jpg,1
4469,demo\Data\LFW_Demo\Guillermo_Coria_0028.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0007.jpg,1
1824,demo\Data\LFW_Demo\Yuri_Malenchenko_0001.jpg,demo\Data\LFW_Demo\Gary_Bettman_0001.jpg,0
6032,demo\Data\LFW_Demo\Guillermo_Coria_0029.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0018.jpg,1
5124,demo\Data\LFW_Demo\Carlos_Queiroz_0001.jpg,demo\Data\LFW_Demo\Catherine_Zeta-Jones_0009.jpg,0
4972,demo\Data\LFW_Demo\Vladimir_Putin_0035.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0041.jpg,1
797,demo\Data\LFW_Demo\Amelie_Mauresmo_0015.jpg,demo\Data\LFW_Demo\Amelie_Mauresmo_0016.jpg,1
2871,demo\Data\LFW_Demo\Guillermo_Coria_0026.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0003.jpg,1
9,demo\Data\LFW_Demo\Vladimir_Putin_0012.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0042.jpg,1
1944,demo\Data\LFW_Demo\Andre_Agassi_0018.jpg,demo\Data\LFW_Demo\Andre_Agassi_0013.jpg,1
1838,demo\Data\LFW_Demo\Bruce_Springsteen_0004.jpg,demo\Data\LFW_Demo\Keith_Fotta_0001.jpg,0
4804,demo\Data\LFW_Demo\Andre_Agassi_0031.jpg,demo\Data\LFW_Demo\Andre_Agassi_0005.jpg,1
255,demo\Data\LFW_Demo\Vladimir_Putin_0042.jpg,demo\Data\LFW_Demo\Ben_Braun_0001.jpg,0
5713,demo\Data\LFW_Demo\Vladimir_Putin_0026.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0029.jpg,1
4485,demo\Data\LFW_Demo\Saddam_Hussein_0006.jpg,demo\Data\LFW_Demo\Saddam_Hussein_0009.jpg,1
6407,demo\Data\LFW_Demo\Gordon_Brown_0013.jpg,demo\Data\LFW_Demo\Kamal_Kharrazi_0001.jpg,0
1581,demo\Data\LFW_Demo\Amelie_Mauresmo_0018.jpg,demo\Data\LFW_Demo\Amelie_Mauresmo_0011.jpg,1
2956,demo\Data\LFW_Demo\Saddam_Hussein_0012.jpg,demo\Data\LFW_Demo\Saddam_Hussein_0018.jpg,1
924,demo\Data\LFW_Demo\Andre_Agassi_0018.jpg,demo\Data\LFW_Demo\Andre_Agassi_0014.jpg,1
5810,demo\Data\LFW_Demo\Paul_Krueger_0001.jpg,demo\Data\LFW_Demo\Colin_Powell_0122.jpg,0
2508,demo\Data\LFW_Demo\Vladimir_Putin_0001.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0022.jpg,1
5024,demo\Data\LFW_Demo\Vladimir_Putin_0037.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0015.jpg,1
5320,demo\Data\LFW_Demo\Andre_Agassi_0003.jpg,demo\Data\LFW_Demo\Andre_Agassi_0027.jpg,1
3775,demo\Data\LFW_Demo\Andre_Agassi_0035.jpg,demo\Data\LFW_Demo\Gerhard_Schroeder_0090.jpg,0
4835,demo\Data\LFW_Demo\Saddam_Hussein_0022.jpg,demo\Data\LFW_Demo\Saddam_Hussein_0011.jpg,1
4136,demo\Data\LFW_Demo\Ronald_Perelman_0001.jpg,demo\Data\LFW_Demo\Lindsay_Davenport_0019.jpg,0
4964,demo\Data\LFW_Demo\Vladimir_Putin_0048.jpg,demo\Data\LFW_Demo\Colin_Powell_0012.jpg,0
2779,demo\Data\LFW_Demo\Vladimir_Putin_0034.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0015.jpg,1
539,demo\Data\LFW_Demo\Vladimir_Putin_0025.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0008.jpg,1
2745,demo\Data\LFW_Demo\Vladimir_Putin_0005.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0045.jpg,1
5901,demo\Data\LFW_Demo\Muhammad_Ali_0002.jpg,demo\Data\LFW_Demo\Stacy_Nelson_0001.jpg,0
5995,demo\Data\LFW_Demo\Michael_Douglas_0003.jpg,demo\Data\LFW_Demo\John_Snow_0009.jpg,0
5467,demo\Data\LFW_Demo\Andre_Agassi_0032.jpg,demo\Data\LFW_Demo\Andre_Agassi_0030.jpg,1
1145,demo\Data\LFW_Demo\Samira_Makhmalbaf_0001.jpg,demo\Data\LFW_Demo\Paul_McCartney_0003.jpg,0
5127,demo\Data\LFW_Demo\Guillermo_Coria_0004.jpg,demo\Data\LFW_Demo\John_Kerry_0014.jpg,0
4468,demo\Data\LFW_Demo\Bob_Graham_0003.jpg,demo\Data\LFW_Demo\Bob_Graham_0001.jpg,1
